Title,Detail_price,Highlights,Other_Details,description,Teams_conditions,images_all
OFF LIMITS VOLGA II Black Running Shoes,1299,"Color:Black,Shoe Weight:Light Weight,Manufacturer's Name & Address:Gurkirpa Lifestyle Company, Plot no 18, Sector-27C, Near NHPC Chowk, Faridabad-121003, Haryana India.,SUPC: SDL956015633","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Gurkirpa Lifestyle Company, Plot no 18, Sector-27C, Near NHPC Chowk, Faridabad-121003, Haryana India.  ,Packer's Name & Address,Gurkirpa Lifestyle Company, Plot no 18, Sector-27C, Near NHPC Chowk, Faridabad-121003, Haryana India.  ,Marketer's Name & Address, ,Importer's Name & Address,Gurkirpa Lifestyle Company, Plot no 18, Sector-27C, Near NHPC Chowk, Faridabad-121003, Haryana India.  ","
Get the support, comfort and style you deserve with a new pair of OFF LIMITS sports shoes. Match this pair with track pants and a sports T-shirt when heading out for a casual day with friends.",The images represent actual product though color of the image and product may slightly differ.,"https://n4.sdlcdn.com/imgs/k/b/m/OFF-LIMITS-VOLGA-II-Black-SDL956015633-2-ff755.jpg,https://n2.sdlcdn.com/imgs/k/b/m/OFF-LIMITS-VOLGA-II-Black-SDL956015633-3-117ba.jpg,https://n4.sdlcdn.com/imgs/k/b/m/OFF-LIMITS-VOLGA-II-Black-SDL956015633-4-a4f9e.jpg,https://n4.sdlcdn.com/imgs/k/b/m/OFF-LIMITS-VOLGA-II-Black-SDL956015633-5-e00e0.jpg,https://n1.sdlcdn.com/imgs/k/b/m/OFF-LIMITS-VOLGA-II-Black-SDL956015633-6-b555a.jpg,https://n4.sdlcdn.com/imgs/k/b/m/OFF-LIMITS-VOLGA-II-Black-SDL956015633-7-d2f91.jpg,https://n2.sdlcdn.com/imgs/k/b/m/OFF-LIMITS-VOLGA-II-Black-SDL956015633-8-efed1.jpg"
Duke -  Men Sports Shoes Olive Men's Sports Running Shoes,825,"Duke,Color:Olive,Manufacturer's Name & Address:Duke Fashions India Limited, G.T. Road (west), Ludhiana-141008,Closure:Lace-Up,Outer Material:Synthetic,Pack:Pack of 1,SUPC: SDL089389143","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Duke Fashions India Limited, G.T. Road (west), Ludhiana-141008  ,Packer's Name & Address,Duke Fashions India Limited, G.T. Road (west), Ludhiana-141008  ,Marketer's Name & Address, ,Importer's Name & Address,NA  ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/k/j/q/Duke-Men-Sports-Shoes-Olive-SDL089389143-2-a069a.jpg,https://n3.sdlcdn.com/imgs/k/j/q/Duke-Men-Sports-Shoes-Olive-SDL089389143-3-2566e.jpg,https://n3.sdlcdn.com/imgs/k/j/q/Duke-Men-Sports-Shoes-Olive-SDL089389143-4-5f042.jpg,https://n4.sdlcdn.com/imgs/k/j/q/Duke-Men-Sports-Shoes-Olive-SDL089389143-5-8057c.jpg,https://n2.sdlcdn.com/imgs/k/j/q/Duke-Men-Sports-Shoes-Olive-SDL089389143-6-a9a1b.jpg"
Campus NORTH PLUS Navy Running Shoes,1149,"Color:Navy,Shoe Weight:Light Weight,Manufacturer's Name & Address:Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041,SUPC: SDL424028094","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Packer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Marketer's Name & Address,Campus Activewear Pvt. Ltd.  ,Importer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ","
Premium MESH upper with foam lining, this shoe comes with adaptive cushioning which acts as a support pillar to your feet and breathable upper allows ease of entry. Details in the forefoot area improve medial and lateral stability and feature Air Capsule technology detail at the heel made of TPU which is crack resistant, fully padded sock lining for ultimate comfort and has EVA midsole with phylon outsole adds durability.",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/j/o/k/Campus-NORTH-PLUS-Navy-Running-SDL424028094-2-53566.jpg,https://n2.sdlcdn.com/imgs/j/o/k/Campus-NORTH-PLUS-Navy-Running-SDL424028094-3-57799.jpg,https://n3.sdlcdn.com/imgs/j/o/k/Campus-NORTH-PLUS-Navy-Running-SDL424028094-4-f243d.jpg,https://n1.sdlcdn.com/imgs/j/o/k/Campus-NORTH-PLUS-Navy-Running-SDL424028094-5-e7473.jpg,https://n2.sdlcdn.com/imgs/j/o/k/Campus-NORTH-PLUS-Navy-Running-SDL424028094-6-dcd49.jpg"
ASIAN - ACHIEVER-11 Gray Men's Sports Running Shoes,449,"ASIAN,Color:Gray,Shoe Weight:Light Weight,Manufacturer's Name & Address:Asian Footwear Pvt.Ltd,Sole Material:PVC,Closure:Lace-Up,Cushioning:Medium,Outer Material:Mesh,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL609670276","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Asian Footwear Pvt.Ltd  ,Packer's Name & Address,Asian Retail Ventures   ,Marketer's Name & Address, ,Importer's Name & Address,Not Applicable   ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/k/j/1/ASIAN-ACHIEVER-11-Gray-Men-SDL609670276-2-e19fd.jpg,https://n1.sdlcdn.com/imgs/k/j/1/ASIAN-ACHIEVER-11-Gray-Men-SDL609670276-3-c7775.jpg,https://n3.sdlcdn.com/imgs/k/j/1/ASIAN-ACHIEVER-11-Gray-Men-SDL609670276-4-826b4.jpg,https://n2.sdlcdn.com/imgs/k/j/1/ASIAN-ACHIEVER-11-Gray-Men-SDL609670276-5-864ee.jpg,https://n1.sdlcdn.com/imgs/k/j/1/ASIAN-ACHIEVER-11-Gray-Men-SDL609670276-6-ab9f8.jpg"
ASIAN - HATTRICK-22 Black Men's Sports Running Shoes,749,"Color:Beige,Shoe Weight:Light Weight,Manufacturer's Name & Address:ASIAN FOOTWEAR PVT.LTD,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL800709769","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents, 1 PAIR  ,Manufacturer's Name & Address,ASIAN FOOTWEAR PVT.LTD  ,Packer's Name & Address,ASIAN FOOTWEAR  ,Marketer's Name & Address, ,Importer's Name & Address,NA  ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/j/v/n/ASIAN-HATTRICK-22-Black-Running-SDL800709769-3-b668f.jpg,https://n1.sdlcdn.com/imgs/k/k/2/ASIAN-HATTRICK-22-Black-Men-SDL800709769-3-faf77.jpg,https://n4.sdlcdn.com/imgs/k/k/2/ASIAN-HATTRICK-22-Black-Men-SDL800709769-4-e0d51.jpg,https://n3.sdlcdn.com/imgs/k/k/2/ASIAN-HATTRICK-22-Black-Men-SDL800709769-5-e12cd.jpg,https://n3.sdlcdn.com/imgs/k/k/2/ASIAN-HATTRICK-22-Black-Men-SDL800709769-6-c70e4.jpeg"
Columbus  Blue  Men's Sports Running Shoes,989,"Columbus,Color: Navy,Running Type: Trail,Outer Material:,Closure: Lace-Up,Cushioning: Medium,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL305565922","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ,Packer's Name & Address,K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472881  ,Marketer's Name & Address, ,Importer's Name & Address,COLUMBUS MARKETING PVT.LTD.H-26 1st Floor Udyog Nagar New Delhi  ","
Shoes are designed to keeping in mind durability as well as trends, We Have the most stylish range of shoes in Columbus.. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL305565922-2-e07cd.jpg,https://n2.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL305565922-3-675f5.jpg,https://n3.sdlcdn.com/imgs/j/t/7/Columbus-Blue-Running-Shoes-SDL305565922-4-23073.jpg"
Columbus Breta Navy Running Shoes,989,"Color:Black,Shoe Weight:Medium Weight(600 gms to 999 gms),Manufacturer's Name & Address:Hallelu Global Distribution Co.Pvt Ltd. K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472882,SUPC: SDL300417419","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Hallelu Global Distribution Co.Pvt Ltd. K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472891  ,Packer's Name & Address,Hallelu Global Distribution Co.Pvt Ltd. K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472891  ,Marketer's Name & Address, ,Importer's Name & Address,Hallelu Global Distribution Co.Pvt Ltd. K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472891  ","
Shoes are designed to keeping in mind durability as well as trends, We Have the most stylish range of shoes in Columbus.. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/j/r/c/Columbus-Breta-Navy-Running-Shoes-SDL300417419-2-edfdd.jpg,https://n1.sdlcdn.com/imgs/j/r/c/Columbus-Breta-Navy-Running-Shoes-SDL300417419-3-0e8a1.jpg,https://n2.sdlcdn.com/imgs/j/r/c/Columbus-Breta-Navy-Running-Shoes-SDL300417419-4-203dd.jpg"
Campus - SHARP Gray Men's Sports Running Shoes,1349,"Campus,Color:Gray,Shoe Weight:Light Weight,Manufacturer's Name & Address:Campus Activewear Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041,Closure:Lace-up,Cushioning:Medium,Outer Material:TEXTILE,Pack:Pack of 1,SUPC: SDL912527633","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1 Pair  ,Manufacturer's Name & Address,Campus Activewear Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Packer's Name & Address,Campus Activewear Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Marketer's Name & Address,Campus Activewear Limited  ,Importer's Name & Address,Campus Activewear Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ","
This Versatile Campus latest collection will level up your style with trendy design and updgraded technology. The use of synthetic material makes it lightweight, durable and hence making it wearable in all Ocassions  ",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/k/g/9/Campus-SHARP-Gray-Men-s-SDL912527633-2-7871f.jpg,https://n2.sdlcdn.com/imgs/k/g/9/Campus-SHARP-Gray-Men-s-SDL912527633-3-25ce4.jpg,https://n2.sdlcdn.com/imgs/k/g/9/Campus-SHARP-Gray-Men-s-SDL912527633-4-431db.jpg,https://n2.sdlcdn.com/imgs/k/g/9/Campus-SHARP-Gray-Men-s-SDL912527633-5-6ffba.jpg,https://n2.sdlcdn.com/imgs/k/g/9/Campus-SHARP-Gray-Men-s-SDL912527633-6-a8939.jpg"
Columbus Navy Running Shoes,489,"Color:Navy,Shoe Weight:Light Weight,Manufacturer's Name & Address:COLUMBUS MARKETING PVT.LTD.,SUPC: SDL620651819","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.  ,Packer's Name & Address,GODOWN AT NEW PLOT NO-D-40 ( OLD NO-40 ),KH.NO-31/7 MEERA ENCLAVE NANGLOI -110041  ,Marketer's Name & Address, ,Importer's Name & Address,GODOWN AT NEW PLOT NO-D-40 ( OLD NO-40 ),KH.NO-31/7 MEERA ENCLAVE NANGLOI -110041  ","
Run for miles with more comfort wearing these running shoes from Columbus. The synthetic upper and mesh lining of these shoes for men ensures air permeability. Rubber sole offers all day comfort",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/k/d/8/Columbus-Navy-Running-Shoes-SDL620651819-2-39873.jpg,https://n4.sdlcdn.com/imgs/k/d/8/Columbus-Navy-Running-Shoes-SDL620651819-3-94395.jpg,https://n1.sdlcdn.com/imgs/k/d/8/Columbus-Navy-Running-Shoes-SDL620651819-4-3b47d.jpg,https://n1.sdlcdn.com/imgs/k/d/8/Columbus-Navy-Running-Shoes-SDL620651819-5-ceb27.jpg,https://n1.sdlcdn.com/imgs/k/d/8/Columbus-Navy-Running-Shoes-SDL620651819-6-5f4ef.jpg"
YUUKI - DELTA RUN III Gray Men's Sports Running Shoes,849,"YUUKI,Color:Gray,Shoe Weight:Lightweight(300 gms to 599 gms),Manufacturer's Name & Address:Gurkirpa Lifestyle Company, Plot No. 18, Sector 27C, Faridabad, Haryana-121003,Sole Material:EVA,Closure:Lace-Up,Cushioning:Medium,Key Features:SUPER SOFT EVA,Outer Material:Mesh,BIS/ISI License number:0,BIS/ISI required:NA,SUPC: SDL892911371","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Gurkirpa Lifestyle Company, Plot No. 18, Sector 27C, Faridabad, Haryana-121003  ,Packer's Name & Address,Gurkirpa Lifestyle Company, Plot No. 18, Sector 27C, Faridabad, Haryana-121003  ,Marketer's Name & Address, ,Importer's Name & Address,Gurkirpa Lifestyle Company, Plot No. 18, Sector 27C, Faridabad, Haryana-121003  ","
The purpose of these shoes is to provide a natural and pleasant running experience on roads. With its ultra-soft EVA sock lining and athlite EVA sole, you'll have the perfect balance of cushioning, durability and responsiveness to keep moving for miles on end.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/k/k/z/YUUKI-DELTA-RUN-III-Gray-SDL892911371-2-8e9cf.jpg,https://n1.sdlcdn.com/imgs/k/k/z/YUUKI-DELTA-RUN-III-Gray-SDL892911371-3-f4e3e.jpg,https://n2.sdlcdn.com/imgs/k/k/z/YUUKI-DELTA-RUN-III-Gray-SDL892911371-4-50aa6.jpg,https://n1.sdlcdn.com/imgs/k/k/z/YUUKI-DELTA-RUN-III-Gray-SDL892911371-5-c3469.jpg,https://n1.sdlcdn.com/imgs/k/k/z/YUUKI-DELTA-RUN-III-Gray-SDL892911371-6-b96b5.jpg,https://n1.sdlcdn.com/imgs/k/k/z/YUUKI-DELTA-RUN-III-Gray-SDL892911371-7-72f8b.jpg"
FORCE 10 By Liberty Navy Running Shoes,1249,"Color:Navy,SUPC: SDL404981145","Country of Origin or Manufacture or Assembly,India ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address, ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
Force 10 By Liberty Navy Running Shoes",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/i/7/g/FORCE-10-By-Liberty-Navy-SDL404981145-2-8b9c8.jpeg,https://n4.sdlcdn.com/imgs/i/7/g/FORCE-10-By-Liberty-Navy-SDL404981145-3-62d45.jpeg,https://n2.sdlcdn.com/imgs/i/7/g/FORCE-10-By-Liberty-Navy-SDL404981145-4-c9a65.jpeg,https://n1.sdlcdn.com/imgs/i/7/g/FORCE-10-By-Liberty-Navy-SDL404981145-5-8b024.jpeg"
Columbus  White  Men's Sports Running Shoes,1049,"Columbus,Color: White,Running Type: Road,Outer Material:,Closure: Lace-Up,Cushioning:,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL204237519","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Hallelu Global Distribution Co.Pvt Ltd. K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472973  ,Packer's Name & Address,Hallelu Global Distribution Co.Pvt Ltd. K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472973  ,Marketer's Name & Address, ,Importer's Name & Address,Hallelu Global Distribution Co.Pvt Ltd. K-93,Udyog Nagar,New Delhi-110041 Tel-011-25472973  ","
Shoes are designed to keeping in mind durability as well as trends, We Have the most stylish range of shoes in Columbus.. They are exclusively designed to match the latest trends of the new generation. This pair of shoes is sure to make you look smart & classy. These will go with most of your casual outfits. This product is made of premium quality and highly material. The perfect combo of good looks & comfort.",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/j/y/4/Columbus-Jumper-White-Running-Shoes-SDL204237519-2-54787.jpeg,https://n3.sdlcdn.com/imgs/j/y/4/Columbus-Jumper-White-Running-Shoes-SDL204237519-3-632f1.jpeg,https://n1.sdlcdn.com/imgs/j/y/4/Columbus-Jumper-White-Running-Shoes-SDL204237519-4-9748c.jpeg"
Campus AMAZO Blue Running Shoes,1449,"Colour:Blue,Size:10,Shoe Weight:Medium Weight(600 gms to 999 gms),SUPC: SDL779863445","Country of Origin or Manufacture or Assembly,India ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd. 
D-1, Udyog Nagar, Main Rohtak Road,
New Delhi - 110041  ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/i/s/r/Campus-AMAZO-Blue-Running-Shoes-SDL779863445-2-c9d8c.jpeg,https://n2.sdlcdn.com/imgs/i/s/r/Campus-AMAZO-Blue-Running-Shoes-SDL779863445-3-9e1f4.jpeg,https://n1.sdlcdn.com/imgs/i/s/r/Campus-AMAZO-Blue-Running-Shoes-SDL779863445-4-61de7.jpeg,https://n1.sdlcdn.com/imgs/i/s/r/Campus-AMAZO-Blue-Running-Shoes-SDL779863445-5-bfdd6.jpeg,https://n4.sdlcdn.com/imgs/i/s/r/Campus-AMAZO-Blue-Running-Shoes-SDL779863445-6-5c5b9.jpeg"
FORCE 10 By Liberty Green Running Shoes,1399,"Color:Green,Shoe Weight:Lightweight(300 gms to 599 gms),SUPC: SDL856855760","Country of Origin or Manufacture or Assembly,India ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address, ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
Liberty is a brand known for its high quality products. Presenting wide range of formal, casual, party wear footwear for men and women. Designed with high quality material and durable outsole, these footwear are comfortable and fall in line with your demand for the latest fashion trend. Must have pieces for your footwear collection.",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/i/6/3/FORCE-10-By-Liberty-Green-SDL856855760-2-369d9.jpeg,https://n4.sdlcdn.com/imgs/i/6/3/FORCE-10-By-Liberty-Green-SDL856855760-3-e60c1.jpeg,https://n2.sdlcdn.com/imgs/i/6/3/FORCE-10-By-Liberty-Green-SDL856855760-4-6f98a.jpeg,https://n1.sdlcdn.com/imgs/i/6/3/FORCE-10-By-Liberty-Green-SDL856855760-5-e822c.jpeg,https://n4.sdlcdn.com/imgs/i/6/3/FORCE-10-By-Liberty-Green-SDL856855760-6-9e017.jpeg"
FORCE 10 By Liberty LB161-01E Maroon Running Shoes,1299,"Color:Maroon,Shoe Weight:Lightweight(300 gms to 599 gms),Manufacturer's Name & Address:Liberty Shoes Ltd, 17th Milestone, Gharaunda - Karnal PO Box 103, Karnal 132001 ( HR ),SUPC: SDL790585649","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Liberty Shoes Ltd, 17th Milestone, Gharaunda - Karnal PO Box 103, Karnal 132001 ( HR )  ,Packer's Name & Address,Liberty Shoes Ltd, 17th Milestone, Gharaunda - Karnal PO Box 103, Karnal 132001 ( HR )  ,Marketer's Name & Address, ,Importer's Name & Address,Liberty Shoes Ltd, 17th Milestone, Gharaunda - Karnal PO Box 103, Karnal 132001 ( HR )  ","
LB161-01EKNITTEDMAROON",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/j/n/5/FORCE-10-By-Liberty-LB161-SDL790585649-2-1a86f.jpg,https://n4.sdlcdn.com/imgs/j/n/5/FORCE-10-By-Liberty-LB161-SDL790585649-3-55827.jpg,https://n3.sdlcdn.com/imgs/j/n/5/FORCE-10-By-Liberty-LB161-SDL790585649-4-a51f0.jpg,https://n3.sdlcdn.com/imgs/j/n/5/FORCE-10-By-Liberty-LB161-SDL790585649-5-b3014.jpg,https://n2.sdlcdn.com/imgs/j/n/5/FORCE-10-By-Liberty-LB161-SDL790585649-6-6aa62.jpg"
